date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:05:45	62018/62018	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202015%2021:11:17%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/typography.html	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/typography.html	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:05:45	19370/19370	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202015%2020:36:13%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/img/profile-pics/4.jpg	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/img/profile-pics/4.jpg	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:05:46	66096/66096	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202015%2021:11:20%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/widget-templates.html	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/widget-templates.html	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:05:46	77644/77644	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202015%2021:11:18%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/widgets.html	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/widgets.html	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:05:46	59765/59765	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202015%2021:11:15%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/tables.html	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/tables.html	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:05:47	57989/57989	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202015%2021:10:40%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/data-tables.html	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/data-tables.html	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:05:47	54510/54510	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202015%2021:10:45%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/form-elements.html	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/form-elements.html	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:05:48	91010/91010	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202015%2021:10:43%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/form-components.html	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/form-components.html	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:05:48	47724/47724	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202015%2021:10:48%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/form-examples.html	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/form-examples.html	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:05:48	42898/42898	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202015%2021:10:47%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/form-validations.html	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/form-validations.html	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:05:48	48067/48067	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202015%2021:10:34%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/colors.html	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/colors.html	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:05:49	60695/60695	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202015%2021:10:28%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/animations.html	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/animations.html	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:05:50	41237/41237	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202015%2021:10:27%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/box-shadow.html	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/box-shadow.html	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:05:50	67381/67381	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202015%2021:10:32%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/buttons.html	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/buttons.html	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:05:50	148294/148294	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202015%2021:10:53%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/icons.html	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/icons.html	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:05:51	41952/41952	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202015%2021:11:22%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/alerts.html	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/alerts.html	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:05:51	52763/52763	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202015%2021:11:02%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/notification-dialog.html	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/notification-dialog.html	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:05:51	57601/57601	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202015%2021:11:00%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/media.html	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/media.html	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:05:52	156754/156754	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202015%2021:10:39%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/components.html	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/components.html	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:05:52	47088/47088	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202015%2021:10:42%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/flot-charts.html	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/flot-charts.html	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:05:52	56684/56684	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202015%2021:11:05%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/other-components.html	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/other-components.html	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:05:53	46256/46256	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202015%2021:11:04%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/other-charts.html	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/other-charts.html	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:05:53	48688/48688	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202015%2021:10:33%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/calendar.html	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/calendar.html	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:05:53	52905/52905	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202015%2021:10:50%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/generic-classes.html	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/generic-classes.html	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:05:53	61826/61826	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202015%2021:10:57%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/list-view.html	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/list-view.html	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:05:54	51402/51402	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202015%2021:11:01%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/messages.html	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/messages.html	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:05:54	7365/7365	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202015%2021:10:57%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/login.html	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/login.html	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:05:54	3106/3106	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202015%2021:11:19%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/404.html	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/404.html	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:05:55	19517/19517	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202015%2020:36:13%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/img/profile-pics/5.jpg	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/img/profile-pics/5.jpg	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:05:58	19382/19382	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202015%2020:36:13%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/img/profile-pics/7.jpg	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/img/profile-pics/7.jpg	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:06:05	57626/57626	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202015%2020:36:13%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/img/widgets/note4.jpg	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/img/widgets/note4.jpg	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:06:05	43207/43207	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202015%2020:36:13%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/img/widgets/mate7.jpg	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/img/widgets/mate7.jpg	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:06:05	65337/65337	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202015%2020:36:13%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/img/widgets/alpha.jpg	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/img/widgets/alpha.jpg	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:06:12	35951/35951	---M--	200	added ('OK')	application/x-httpd-php	date:Tue,%2023%20Jun%202015%2020:36:12%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bower_components/bootstrap/dist/js/bootstrap.min.js	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bower_components/bootstrap/dist/js/bootstrap.min.js	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:06:16	66421/66421	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202015%2020:36:13%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/img/widgets/535.jpg	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/img/widgets/535.jpg	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:06:17	3314/3314	---M--	200	added ('OK')	application/x-httpd-php	date:Tue,%2023%20Jun%202015%2020:36:13%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bower_components/flot/jquery.flot.resize.js	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bower_components/flot/jquery.flot.resize.js	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:06:19	84380/84380	---M--	200	added ('OK')	application/x-httpd-php	date:Tue,%2023%20Jun%202015%2020:36:13%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bower_components/jquery/dist/jquery.min.js	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bower_components/jquery/dist/jquery.min.js	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:06:20	16821/16821	---M--	200	added ('OK')	application/x-httpd-php	date:Tue,%2023%20Jun%202015%2020:36:12%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bower_components/flot.curvedlines/curvedLines.js	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bower_components/flot.curvedlines/curvedLines.js	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:06:21	3950/3950	---M--	200	added ('OK')	application/x-httpd-php	date:Tue,%2023%20Jun%202015%2020:36:13%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bower_components/jquery.easy-pie-chart/dist/jquery.easypiechart.min.js	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bower_components/jquery.easy-pie-chart/dist/jquery.easypiechart.min.js	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:06:26	43247/43247	---M--	200	added ('OK')	application/x-httpd-php	date:Tue,%2023%20Jun%202015%2020:36:12%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/sparklines/jquery.sparkline.min.js	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/sparklines/jquery.sparkline.min.js	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:06:27	34436/34436	---M--	200	added ('OK')	application/x-httpd-php	date:Tue,%2023%20Jun%202015%2020:36:12%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bower_components/moment/min/moment.min.js	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bower_components/moment/min/moment.min.js	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:06:28	3530/3530	---M--	200	added ('OK')	application/x-httpd-php	date:Tue,%2023%20Jun%202015%2020:36:13%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bower_components/simpleWeather/jquery.simpleWeather.min.js	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bower_components/simpleWeather/jquery.simpleWeather.min.js	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:06:31	122971/122971	---M--	200	added ('OK')	application/x-httpd-php	date:Tue,%2023%20Jun%202015%2020:36:13%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bower_components/flot/jquery.flot.js	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bower_components/flot/jquery.flot.js	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:06:33	6208/6208	---M--	200	added ('OK')	application/x-httpd-php	date:Tue,%2023%20Jun%202015%2020:36:13%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bower_components/Waves/dist/waves.min.js	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bower_components/Waves/dist/waves.min.js	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:06:34	5699/5699	---M--	200	added ('OK')	application/x-httpd-php	date:Tue,%2023%20Jun%202015%2020:36:13%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bootstrap-growl/bootstrap-growl.min.js	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bootstrap-growl/bootstrap-growl.min.js	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:06:38	16141/16141	---M--	200	added ('OK')	application/x-httpd-php	date:Tue,%2023%20Jun%202015%2020:36:13%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bower_components/sweetalert/dist/sweetalert.min.js	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bower_components/sweetalert/dist/sweetalert.min.js	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:06:38	60153/60153	---M--	200	added ('OK')	application/x-httpd-php	date:Tue,%2023%20Jun%202015%2020:36:13%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bower_components/jquery.nicescroll/jquery.nicescroll.min.js	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bower_components/jquery.nicescroll/jquery.nicescroll.min.js	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:06:39	2327/2327	---M--	200	added ('OK')	application/x-httpd-php	date:Tue,%2023%20Jun%202015%2020:36:12%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/js/flot-charts/curved-line-chart.js	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/js/flot-charts/curved-line-chart.js	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:06:39	3131/3131	---M--	200	added ('OK')	application/x-httpd-php	date:Tue,%2023%20Jun%202015%2020:36:12%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/js/flot-charts/line-chart.js	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/js/flot-charts/line-chart.js	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:06:40	94715/94715	---M--	200	added ('OK')	application/x-httpd-php	date:Tue,%2023%20Jun%202015%2020:36:13%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bower_components/fullcalendar/dist/fullcalendar.min.js	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bower_components/fullcalendar/dist/fullcalendar.min.js	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:06:40	3733/3733	---M--	200	added ('OK')	application/x-httpd-php	date:Tue,%2023%20Jun%202015%2020:36:12%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/js/charts.js	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/js/charts.js	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:06:41	798/798	---M--	200	added ('OK')	application/x-httpd-php	date:Tue,%2023%20Jun%202015%2020:36:12%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/js/demo.js	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/js/demo.js	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:06:43	22976/22976	---M--	200	added ('OK')	application/x-httpd-php	date:Tue,%2023%20Jun%202015%2020:36:12%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/js/functions.js	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/js/functions.js	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/index.html)
17:07:04	143796/143796	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2023%20Jun%202015%2020:36:13%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bower_components/material-design-iconic-font/fonts/Material-Design-Iconic-Font.eot?v=1.0.1	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bower_components/material-design-iconic-font/fonts/Material-Design-Iconic-Fontf700.eot	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bower_components/material-design-iconic-font/css/material-design-iconic-font.min.css)
17:07:05	143796/143796	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2023%20Jun%202015%2020:36:13%20GMT	http://192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bower_components/material-design-iconic-font/fonts/Material-Design-Iconic-Font.eot?	C:/My%20Web%20Sites/MaterialAdmin/192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bower_components/material-design-iconic-font/fonts/Material-Design-Iconic-Fontd41d.eot	(from http://192.185.228.226/projects/ma/v1-4-1/jQuery/vendors/bower_components/material-design-iconic-font/css/material-design-iconic-font.min.css)
